,ASER,BWM-DL02,BWM-DL04,BWM-DL06,FLPR,BWM-DL01,BWM-DL05,BWM-VR08,BWM-DL07,BWM-DR07,BWM-DR05,BWM-VR04,URYVR,BWM-DR03,BWM-DR01,BWM-DR06,BWM-DR08,SMBDL,BWM-VR02,SMDDR,URYVL,URAVL,BWM-DR04,BWM-DR02,IL2VR,IL1DR,RIPR,OLLR,OLQDR,URADR,URYDR,AVHL,CEPVR,IL1VR,BWM-VL03,URBL,CEPDR,BWM-VL08,URXR,BWM-VL04,RID,RIR,ASKR,AVAL,BWM-VL02,RMDL,SIBDR,RIGL,ALMR,AVDR,AVKL,RMEV,AVL,SIBDL,RIS,CEPVL,RMDR,RIBR,OLLL,RIML,RMEL,SAAVR,SIAVL,ADAR,PVT,RIPL,AVAR,BDUL,SIADL,SMDDL,excgl,AIML,BAGL,SMBVL,AIYL,RIFL,BWM-VR01,RMER,SMDVR,ADAL,SIBVL,RMDVR,AVKR,AVHR,PVPL,ASHL,AIZL,AVBR,AVBL,ASGL,ADFL,AWAL,BWM-VR03,AUAL,ASJL,RIBL,ASIL,ASKL,AIBL,AFDL,SABD,AWCR,RIMR,ASIR,AVJR,AUAR,OLQVL,ADFR,DB1,RIGR,AIZR,ASGR,URBR,SAAVL,IL1DL,SMBVR,AVJL,RIFR,BDUR,RMGR,AIMR,RICR,PVR,DVA,SMDVL,PVCR,PVCL,IL1R,FLPL,ADEL,ADER,DVC,SIADR,SIAVR,PVPR,RIH,PVQR,AWBL,SABVL,SABVR,IL2R,RIVR,BWM-VR07,RMDDR,IL2DR,AIBR,IL1VL,RMED,SAADR,RIAR,RICL,RIVL,BWM-VL07,SAADL,AINR,AINL,RMDDL,RIAL,BWM-VL05,CANL,ADLL,AVEL,BWM-VR05,AVDL,IL2VL,ALML,SMBDR,AWCL,ASEL,ALA,AVER,ADLR,CANR,AIAL,ASJR,PVQL,AIYR,RMDVL,AIAR,AWAR,BWM-VR06,IL1L,RMGL,IL2L,AWBR,AFDR,ASHR,URAVR,URADL,OLQDL,URYDL,IL2DL,CEPDL,URXL,BAGR,OLQVR,BWM-VL01,BWM-DL03,BWM-DL08,BWM-VL06,SIBVR,Fragment1,Fragment2,Fragment3,Fragment4
BAGR,242640,0,0,0,0,0,0,0,0,0,0,0,18480,0,0,0,0,0,0,0,51720,45480,0,0,0,26160,0,0,44040,0,0,0,0,0,0,0,0,0,0,0,64920,451440,0,150360,0,0,55560,591120,0,191040,0,0,18480,3720,0,234240,0,271800,0,216480,0,159240,0,0,2280,0,15600,0,0,0,0,0,916560,0,369960,0,0,42480,64920,0,55200,10800,0,1560,121200,0,307080,238320,8160,0,0,14160,0,36240,0,1250880,439560,0,114240,278520,0,60600,0,0,0,66000,16800,9120,0,6240,72720,0,4560,2520,0,0,0,0,0,0,0,0,0,80160,47160,0,240,0,0,0,0,28200,0,0,0,335760,0,0,0,0,26640,63840,0,0,26280,323040,38520,0,0,0,0,0,0,53040,740160,0,0,972840,0,0,0,601920,0,210240,200880,0,0,170880,7440,0,347880,0,0,0,0,0,51480,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,21480,0,36480,0,0,0,0,0,0,0,0,0
OLQVR,0,0,0,0,0,0,0,0,0,0,0,0,641640,0,0,0,0,0,0,0,0,0,0,0,340200,0,53520,207240,0,0,0,70200,242400,705600,0,0,0,0,31440,0,0,57480,0,0,0,0,241440,0,0,0,33720,120480,79920,0,89640,0,0,111720,0,0,0,0,0,46560,30960,0,25440,0,0,0,0,0,55560,0,0,0,0,312000,0,0,32640,0,0,0,0,0,0,8160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,19680,0,237000,0,0,70200,0,0,396240,9360,0,0,0,0,276120,6000,16320,0,600,0,0,0,0,0,88320,0,9720,0,516480,0,0,0,0,356640,0,0,42000,0,0,0,92400,0,9000,42240,720,0,0,0,0,0,0,0,0,0,67440,0,52680,0,0,0,0,0,0,0,5400,0,0,0,0,0,685800,0,0,0,0,0,0,4560,0,0,210720,0,0,0,0,0,0,36480,0,0,0,0,0,0,0,0,0,0
BWM-VL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,10440,595920,0,0,0,0,0,0,0,0,0,0,39120,0,2317920,0,0,0,0,0,0,0,0,0,394800,0,0,0,0,0,0,87720,0,0,0,90120,0,0,0,0,26400,0,0,0,0,120600,0,0,0,123120,0,0,0,210120,0,0,998160,31440,87240,0,0,301440,0,0,0,0,0,0,0,0,0,0,92160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17880,0,0,0,0,0,0,0,0,0,0,0,0,42120,0,0,0,0,0,0,0,1680,0,0,87000,86400,0,480,0,0,0,0,0,0,185400,1800,3120,0,0,0,0,0,142800,0,0,0,0,0,0,0,0,0,0,0,0,309360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL03,0,0,0,0,0,633960,783600,0,144360,0,14640,0,0,96840,500520,0,0,0,0,36480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62760,0,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499680,0,0,0,97560,0,0,0,0,0,0,0,0,90000,0,0,0,0,0,0,0,0,0,103200,0,0,0,0,0,0,0,0,0,0,34560,0,0,0,0,0,0,0,0,0,0,240,0,0,0,147720,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL08,0,0,35280,244560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48480,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49080,0,0,0,0,0,0,1200,0,0,323160,0,0,0,0,0,0,0,0,0,0,0,0
BWM-VL06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117480,0,498240,0,0,0,0,41400,65160,0,0,0,0,0,0,0,39480,0,0,75360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65520,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIBVR,0,0,0,0,49320,0,0,0,0,21360,20880,0,34320,0,0,21240,62040,902520,0,0,58440,4080,44880,0,19080,0,46560,0,191760,10920,5160,16440,0,26040,0,119400,160800,0,0,0,701280,0,0,0,0,524280,602280,0,0,206280,0,0,0,119400,0,79080,173280,147960,35040,219240,0,24840,196560,286200,102840,0,19560,174720,87240,23280,170880,55200,0,112800,0,0,0,0,6600,84600,1190280,0,89880,0,0,0,73440,5760,82200,0,0,0,0,0,0,60480,0,0,34080,0,0,0,352200,0,27840,0,39480,41400,0,245040,4440,0,371400,1440,0,175920,0,0,0,201120,0,317760,29280,1198320,2040,55800,78720,15360,23040,0,2640,0,345720,489960,0,273480,0,0,0,0,0,15840,0,238800,22320,18840,0,0,206040,75480,352560,60000,0,70320,0,0,254880,33240,0,0,0,34920,0,19320,0,367320,585000,0,0,0,0,0,0,0,0,0,0,244920,0,0,0,0,114000,42480,0,0,18240,21480,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fragment1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35640,0,0,0,0,0,0,47400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13560,130680,0,0,0,0,0,0,0,0,0,0,0,0,64440,0,104520,0,0,0,0,0,0,0,0,0,95280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fragment2,0,0,0,0,28320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,32880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12240,0,0,0,0,0,39240,0,0,0,0,0,32160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fragment3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15240,0,0,0,0,0,0,0,0,0,0,16920,0,0,0,0,49200,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43320,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fragment4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9720,0,0,0,0,0,0,0,14400,0,0,0,0,0,0,0,0,0,0,15840,0,0,0,0,0,0,5640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
